Generic Name,BDDCS Class,Maximum Strength Dose Value,Maximum Strength Dose Unit,Formulation,Route,Measured Solubility (mg/mL),Dose Number,% Excreted Unchanged in Urine,MW Drug,MW Sol,pDose,Measured LogS (molar),Measured LogP,Measured LogD74,ALOGPS 2.1 solubility,cDose Number (ALOGPS based),minVSLgS 3-7.5,cDose Number (minVSLgS based),CLogP,HBA,HBD,PSA,Ro5,PSDA
Mefloquine,2,250,mg,tablets,oral,,,9,378.32,378.32,3.18,,,0.72,-3.99,26,-3.12,3.5,3.67,3,2,47.38,0,7.98
Meloxicam,2,15,mg,tablets,oral,0.012,5,0.2,351.41,351.41,4.37,-4.47,3.02,0.1,-3.37,0.4,-2.15,0.02,2.29,5,2,104.05,0,3.38
Mercaptopurine; 6-Mercaptopurine,2,50,mg,tablets,oral,,,22,152.18,152.18,3.48,,0.01,0.39,-2.32,0.3,1.74,0.00002,0.82,3,2,44.7,0,3.4
Mesalamine; Mesalazine,2,1200,mg,tablets,oral,1,4.8,7,153.14,153.14,2.11,-2.19,,-3.2,-1.11,0.4,1.97,0.0003,1.06,4,3,91.37,0,1.68
Metaxalone,2,800,mg,tablets,oral,0.3,11,2,221.26,221.26,2.44,-2.87,2.42,,-2.24,2.5,-2.49,4.5,2.15,2,1,50.74,0,4.36
Methaqualone,2,500,mg,tablets,oral,0.3,6.7,0.2,250.3,250.3,2.7,-2.92,2.5,2.5,-3.79,49,-3.83,54,3.65,2,0,28.78,0,8.7
Mizolastine,2,10,mg,tablets,oral,0.013,3.1,5,432.5,432.5,4.64,-4.52,,,-3.34,0.2,-5.28,18,2.84,5,1,55.05,0,7.86
Modafinil,2,200,mg,tablets,oral,,,8,273.36,273.36,3.14,,,,-2.64,1.3,-2.92,2.5,0.94,2,1,64.62,0,4.23
Montelukast Sodium,2,10,mg,tablets,oral,,,0.2,586.2,586.2,4.77,,,,-7.81,4406,-7.75,3848,8.47,4,2,73.63,2,7.96
Mycophenolate,2,,active metabolite,,,,,0.5,320.35,320.35,,,,0.2,-3.96,,-3.44,,2.29,5,2,99.87,0,3.21
Mycophenolate Mofetil,2,500,mg,tablets,oral,0.043,47,0,433.51,433.51,2.94,-4,,2.37,-3.66,21,-4.67,214,2.98,6,1,96.07,0,4.51
Nabumetone,2,750,mg,tablets,oral,0.015,200,0,228.29,228.29,2.48,-4.18,3.08,3.38,-5.07,1544,-3.51,43,2.98,2,0,27.38,0,8.34
Nalidixic Acid,2,1000,mg,tablets,oral,0.054,74,,232.24,232.24,2.37,-3.63,1.59,0.59,-2.02,1.8,-1.88,1.3,1.02,5,1,69.92,0,3.32
Naproxen,2,500,mg,tablets,oral,0.115,17,0.5,230.27,230.27,2.66,-3.3,3.18,1.7,-3.64,38,-2.5,2.7,2.82,3,1,49.94,0,4.61
Nateglinide,2,120,mg,tablets,oral,0.322,1.5,13,317.43,317.43,3.42,-2.99,,,-4.57,56,-3.53,5.1,4.3,3,2,73.68,0,4.31
Nefazodone,2,100,mg,tablets,oral,,,0.1,470.02,470.02,3.67,,5,,-3.81,5.5,-5.94,736,5.73,5,0,43.72,1,10.75
Nelarabine,2,5,mg/mL,solution,injection (i.v.),1,,6.6,297.27,297.27,,-2.47,,,-1.79,,-1.56,,-0.46,9,4,112.88,0,2.63
Nelfinavir,2,625,mg,tablets,oral,,,,567.8,567.8,2.96,,,,-5.47,1299,-6.89,34379,5.84,5,4,112.29,2,5.06
Nevirapine,2,200,mg,tablets,oral,0.1,8,,266.31,266.31,3.12,-3.43,1.81,,-3.4,7.5,-3.15,4.2,2.65,4,1,53.6,0,4.97
Nifedipine,2,20,mg,capsules,oral,0.006,13,0.01,346.34,346.34,4.24,-4.76,2.2,2.8,-4.29,4.5,-3.66,1.1,3.13,5,1,112.85,0,3.07
Nifurtimox,2,250,mg,tablets,oral,,,1,287.3,287.3,3.06,,,,-3,3.5,-2.02,0.4,0.02,6,0,104.39,0,2.75
Nilotinib,2,200,mg,capsules,oral,,,4,529.53,529.53,3.42,,,-1.1,-5.42,397,-7.56,55307,5.84,6,2,87.75,2,6.03
Nilvadipine,2,2,mg,tablets,oral,0.0013,6.2,0,385.38,385.38,5.28,-5.47,,,-4.49,0.6,-4.1,0.3,3.04,6,1,131.55,0,2.93
Nimesulide,2,100,mg,tablets,oral,0.014,29,2,308.31,308.31,3.49,-4.34,1.79,,-4.24,23,-3.01,1.3,3.21,4,1,105.36,0,2.93
Nimodipine,2,30,mg,capsules,oral,0.0025,48,0.5,418.45,418.45,4.14,-5.22,3.05,2.86,-4.57,11,-4.68,14,4,6,1,121.64,0,3.44
Nitrazepam,2,10,mg,capsules,oral,0.0254,1.6,0.5,281.27,281.27,4.45,-4.04,2.25,2.16,-3.97,1.3,-3.51,0.5,2.32,4,1,86.3,0,3.26
Nitrendipine,2,20,mg,capsules,oral,0.0022,36,0.5,360.37,360.37,4.26,-5.21,2.88,,-4.41,5.7,-4.2,3.5,3.73,5,1,112.85,0,3.19
Norelgestromin,2,6,mg,tablets,oral,,,,327.47,327.47,4.74,,2.7,,-4.73,3.9,-4.56,2.6,4.1,3,2,57.94,0,5.65
Norethindrone Acetate,2,5,mg,tablets,oral,0.005,4,0,340.47,340.47,4.83,-4.83,,,-4.8,3.7,-4.89,4.6,3.93,2,1,45.34,0,7.51
Olanzapine,2,40,mg,tablets,oral,0.01,16,7,312.44,312.44,3.81,-4.49,3,,-3.52,1.7,-3.79,3.2,3.01,4,1,25.63,0,12.19
Oxaprozin,2,600,mg,tablets,oral,1.7,1.4,0.5,293.33,293.33,2.69,-2.24,4.19,1.03,-3.96,75,-3.58,31,2.95,3,1,60.49,0,4.85
Oxatomide,2,30,mg,tablets,oral,0.043,2.8,0,426.57,426.57,4.15,-4,5.42,3.39,-4.05,3.2,-5.49,87,5.62,3,1,35.16,1,12.13
Oxazepam,2,30,mg,tablets,oral,0.045,2.7,0.5,286.72,286.72,3.98,-3.8,2.24,2.24,-3.5,1.3,-3.55,1.5,2.31,3,2,64.71,0,4.43
Oxcarbazepine,2,600,mg,tablets,oral,0.085,28,,252.28,252.28,2.62,-3.47,,1.25,-3.19,15,-3.18,14,1.21,2,1,65.09,0,3.88
Paclitaxel,2,6,mg/mL,solution,injection (i.v.),,,5,853.93,853.93,,,,6.83,-5.21,,-7.35,,4.73,10,4,235.84,1,3.62
Paricalcitol,2,4,æg,capsules,oral,,,0,416.65,416.65,8.02,,,,-4.79,0.002,-6.29,0.07,5.69,3,3,67.68,1,6.16
Pentazocine,2,50,mg,tablets,oral,0.0449,4.5,15,285.43,285.43,3.76,-3.8,3.31,0.83,-3.37,1.6,-2.06,0.08,4.67,2,1,24.05,0,11.87
Pergolide,2,1,mg,tablets,oral,,,,314.5,314.5,5.5,,,3.97,-5.73,6.8,-3.98,0.1,4.4,1,1,15.14,0,20.77
Perhexiline,2,100,mg,tablets,oral,0.00006,6667,,277.5,277.5,3.44,-6.67,,3.93,-7.01,14750,-1.41,0.04,7.15,1,1,14.57,1,19.05
Phenacetin,2,500,mg,tablets,oral,0.73,2.7,,179.22,179.22,2.55,-2.39,1.58,,-1.99,1.1,-2.16,1.6,1.77,2,1,41.65,0,4.3
Phenytoin Sodium,2,300,mg,tablets,oral,0.02,60,2,252.28,274.25,2.92,-4.14,2.47,2.47,-3.54,15,-3.25,7.7,2.09,2,2,65.69,0,3.84
Pioglitazone,2,45,mg,tablets,oral,,,0.5,356.45,356.45,3.9,,,,-4.89,39,-1.08,0.006,3.53,4,1,70.46,0,5.06
Piroxicam,2,20,mg,capsules,oral,0.0073,11,5,331.35,331.35,4.22,-4.66,3.06,0.2,-3.37,0.6,-0.23,0.0004,1.89,5,2,104.05,0,3.18
Pitavastatin,2,4,mg,tablets,oral,,,,421.47,421.47,5.02,,,1.5,-5.03,4.1,-1.51,0.001,3.59,5,3,96.19,0,4.38
Prasugrel,2,10,mg,tablets,oral,,,1,373.45,373.45,4.57,,,,-5.2,17,-4.26,2,3.43,3,0,46.82,0,7.98
Prazepam,2,30,mg,tablets,oral,0.004,30,0,324.81,324.81,4.03,-4.91,3.73,3.73,-4.9,29,-4.53,12,3.93,2,0,28.76,0,11.29
Praziquantel,2,600,mg,tablets,oral,0.4,6,2,312.42,312.42,2.72,-2.89,,2.44,-2.9,6.1,-3.89,60,3.36,2,0,38.89,0,8.03
Prednisone,2,50,mg,tablets,oral,0.133,1.5,3,358.44,358.44,3.86,-3.43,1.46,1.46,-3.51,1.8,-3.57,2.1,1.66,5,2,99.93,0,3.59
Primidone,2,250,mg,tablets,oral,0.6,1.7,35,218.26,218.26,2.94,-2.56,0.91,-0.84,-2.33,1,-2.59,1.8,0.88,2,2,65.69,0,3.32
Probenecid,2,500,mg,tablets,oral,,,1.2,285.36,285.36,2.76,,3.21,-0.26,-2.83,4.7,-2.36,1.6,3.37,4,1,79.53,0,3.59
Probucol,2,500,mg,tablets,oral,,,,516.86,516.86,3.01,,,10.4,-7.09,47606,-8.32,802622,10.97,2,2,45.74,2,11.3
Progesterone,2,200,mg,capsules,oral,0.007,114,0,314.47,314.47,3.2,-4.65,3.87,,-4.77,150,-4.25,45,3.78,2,0,36.54,0,8.61
Propafenone Hydrochloride,2,300,mg,tablets,oral,0.093,13,0.5,341.45,341.45,3.06,-3.56,,,-4.66,161,-2.21,0.6,3.64,4,2,64.51,0,5.29
Propofol,2,10,mg/mL,solution,injection (i.v.),0.164,,0.5,178.28,178.28,,-3.04,3.79,4.16,-3.03,,-3.29,,3.93,1,1,22.87,0,7.8
Propoxyphene Napsylate,2,500,mg,tablets,oral,0.0196,102,,367.54,367.54,2.87,-4.27,,,-5.93,4632,-0.95,0.05,5.32,2,1,41.64,1,8.83
Proscillaridin,2,1,mg,capsules,oral,,,,530.66,530.66,6.03,,2.48,2.48,-4.08,0.05,-5.09,0.5,3.66,7,4,135.51,1,3.92
Pyrantel Pamoate,2,180,mg,tablets,oral,0.5,1.4,7,206.31,206.31,3.06,-2.62,,,-3.24,6.06,1.01,0.0003,3.03,2,0,10.79,0,19.12
Quazepam,2,15,mg,tablets,oral,,,,386.8,386.8,4.41,,4.03,3.87,-5.23,26,-4.62,6.5,3.2,1,0,10.48,0,36.91
Quinapril,2,40,mg,tablets,oral,0.001,160,3.1,438.53,438.53,4.04,-5.64,,2.26,-4.72,19,-1.82,0.02,1.74,5,2,101.91,0,4.3
Raloxifene; Keoxifene,2,60,mg,tablets,oral,0.013,18,0.1,473.6,473.6,3.9,-4.56,,,-5.93,431,-5.56,183,6.86,5,2,74.29,1,6.37
Raltegravir Potassium,2,400,mg,tablets,oral,,,9,444.43,444.43,3.05,,,0.45,-3.27,6.7,-3.79,22,1.16,7,3,150.45,0,2.95
Ranolazine,2,1000,mg,tablets,oral,,,6,427.55,427.55,2.63,,,,-3.59,36,-4.58,355,1.01,6,2,75.66,0,5.65
Repaglinide,2,2,mg,tablets,oral,,,1.5,452.6,452.6,5.35,,,,-5.2,2.8,-2.42,0.005,5.3,5,2,83.65,1,5.41
Rifabutin,2,150,mg,capsules,oral,0.19,3.2,10,847.03,847.03,3.75,-3.65,3.2,,-4.71,36,-5.36,164,4.73,13,5,216.49,2,3.91
Rifampin,2,300,mg,capsules,oral,,,7,822.96,822.96,3.44,,,1.32,-4.3,29,-4.36,33,3.71,14,6,233.54,3,3.52
Ritonavir,2,100,mg,capsules,oral,,,3.5,720.96,720.96,3.86,,,,-5.76,319,-8.08,66896,4.94,6,4,151.55,1,4.76
Rofecoxib,2,50,mg,tablets,oral,0.1,2,1,314.36,314.36,3.8,-3.5,,,-4.48,19,-2.83,0.4,1.8,3,0,63.82,0,4.93
Romidepsin,2,5,mg/mL,solution,injection (i.v.),,,,540.71,540.71,,,,,-4.41,,-4.16,,3.44,5,4,158.44,1,3.41
Rufinamide,2,400,mg,tablets,oral,0.059,27,1,238.2,238.2,2.77,-3.61,,,-2.57,2.5,-2.26,1.2,0.51,3,1,73.11,0,3.26
Saquinavir Methanesulfonate,2,500,mg,capsules,oral,0.08,25,2,670.86,766.95,3.13,-3.98,4.7,,-5.42,686,-6.91,21413,4.73,7,5,178.75,1,3.75
Simvastatin,2,80,mg,tablets,oral,0.03,11,10,418.58,418.58,3.72,-4.14,4.68,4.68,-4.54,27,-5.15,108,4.48,3,1,76.69,0,5.46
Sirolimus,2,2,mg,tablets,oral,,,2,914.2,914.2,5.66,,,,-5.7,4.4,-9.32,18431,7.04,12,3,204.17,3,4.48
Sn-38,2,,active metabolite,,,,,0.5,392.42,392.42,,,,,-3.73,,-4.37,,1.97,5,2,101.58,0,3.86
Sorafenib Tosylate,2,200,mg,tablets,oral,,,0,464.83,464.83,3.37,,,,-5.43,463,-5.95,1539,5.46,3,3,99.32,1,4.68
Spironolactone,2,100,mg,tablets,oral,0.022,18,0.5,416.58,416.58,3.62,-4.28,2.26,2.26,-5.33,205,-4.58,37,2.65,3,0,63.61,0,6.55
Sulfamethoxazole,2,800,mg,tablets,oral,0.392,8.2,14,253.28,253.28,2.5,-2.81,0.89,,-2.74,6.9,-2.12,1.7,0.56,4,2,102.81,0,2.46
Sulfasalazine,2,500,mg,tablets,oral,0.0024,833,1.5,398.4,398.4,2.9,-5.22,,-0.78,-3.93,43,-3.46,15,3.88,8,3,148.16,0,2.69
Sulfinpyrazone,2,200,mg,capsules,oral,0.031,26,39,404.49,404.49,3.31,-4.12,2.3,-0.08,-3.08,2.4,-3.61,8.1,1.66,3,0,59.94,0,6.75
Sulindac,2,200,mg,tablets,oral,0.0028,286,1,356.42,356.42,3.25,-5.1,3.42,-0.66,-4.15,32,-4.16,32,3.16,3,1,59.21,0,6.02
Sulindac Sulfide,2,,active metabolite,,,0.0028,,0.5,340.42,340.42,,-5.08,,,-5.31,,-4.38,,3.16,3,1,40.83,0,8.34
Tacrolimus,2,5,mg,capsules,oral,0.008,2.5,0.5,804.04,804.04,5.21,-5,,3.96,-5.3,5,-7.74,1353,5.78,11,3,185.9,3,4.33
Tadalafil,2,20,mg,tablets,oral,,,,389.41,389.41,4.29,,,,-3.18,0.3,-4.46,6,2.58,4,1,71.07,0,5.48
Tegaserod Maleate,2,6,mg,tablets,oral,,,0.5,301.39,301.39,4.7,,,,-4.02,0.8,-3.06,0.09,2.81,5,4,88.12,0,3.42
Telithromycin,2,400,mg,tablets,oral,0.8,2,13,812.03,812.03,3.31,-3.01,,,-4.42,52,-3.7,9.8,3.75,11,1,163.02,2,4.98
Telmisartan,2,80,mg,tablets,oral,,,0.5,514.63,514.63,3.81,,,,-5.17,92,-4.72,32,7.54,4,1,62.46,2,8.24
Temozolomide,2,250,mg,capsules,oral,,,5.6,194.15,194.15,2.89,,,,-1.58,0.2,-1.48,0.2,-0.81,5,1,101.89,0,1.91
Teniposide,2,10,mg/mL,solution,injection (i.v.),0.025,,9,656.67,656.67,,-4.42,1.24,3.09,-4.03,,-5.24,,0.72,12,3,166.64,2,3.94
Terbinafine,2,250,mg,tablets,oral,,,,291.44,291.44,3.07,,6,,-5.58,1305,-4.71,177,5.96,1,0,1.18,1,246.98
Terfenadine,2,60,mg,tablets,oral,0.006,40,0,471.69,471.69,3.9,-4.9,5.69,4.77,-6.01,521,-5.48,155,6.07,3,2,46.29,1,10.19
Testolactone,2,50,mg,tablets,oral,0.027,7.4,,300.4,300.4,3.78,-4.05,,,-4.13,9,-3.86,4.8,2.63,2,0,45.34,0,6.63
Testosterone,2,40,mg,capsules,oral,0.0234,6.8,,288.43,288.43,3.86,-4.09,3.32,,-3.94,4.8,-3.92,4.7,3.22,2,1,40.83,0,7.06
Tetrabenazine,2,25,mg,tablets,oral,,,0,317.43,317.43,4.1,,,,-2.94,0.3,-2.41,0.08,3.81,4,0,37.66,0,8.43
Thalidomide,2,200,mg,capsules,oral,0.0525,15,0.5,258.24,258.24,3.11,-3.69,0.33,,-1.99,0.3,-2.54,1.1,0.53,4,1,88.83,0,2.91
Thiabendazole,2,500,mg,tablets,oral,0.05,40,0.1,201.25,201.25,2.6,-3.6,2.47,,-3.18,15,-3.01,10,2.36,2,1,34.46,0,5.84
Thyroxine; Levothyroxine,2,0,mg,tablets,oral,0.000585,2.1,0,776.88,776.88,6.41,-6.12,,0.65,-4.95,0.1,-3.17,0.002,3.51,4,3,101.09,1,7.69
Tiagabine Hydrochloride,2,16,mg,tablets,oral,0.03,2.1,2,375.56,375.56,4.37,-4.1,,,-4.23,2.9,-1.87,0.01,2.78,3,1,42.01,0,8.94
Tiaprofenic Acid,2,300,mg,tablets,oral,,,2.5,260.31,260.31,2.94,,2.51,-0.86,-3.91,37,-2.42,1.2,2.54,3,1,59.1,0,4.4
Tibolone,2,3,mg,tablets,oral,,,0,312.46,312.46,5.1,,,,-4.64,1.4,-4.68,1.5,3.15,2,1,40.83,0,7.65
Tipranavir,2,500,mg,tablets,oral,,,0.1,602.68,602.68,3.08,,,,-6.47,9794,-6.52,11036,7.76,5,2,111.66,2,5.4
Tizanidine,2,6,mg,capsules,oral,,,,253.71,253.71,4.63,,,,-3.29,0.2,-2.4,0.02,2.09,5,2,58.53,0,4.33
Tolazamide,2,500,mg,tablets,oral,0.278,7.2,,311.41,311.41,2.79,-3.05,2.69,0.09,-3.02,6.7,-3.03,6.9,1.34,4,2,89.39,0,3.48
Tolbutamide,2,200,mg,tablets,oral,0.109,7.3,0,270.35,270.35,3.13,-3.39,2.34,2.52,-3.14,4.1,-2.86,2.1,2.5,3,2,84.94,0,3.18
Tolcapone,2,200,mg,tablets,oral,,,0.5,273.25,273.25,3.14,,,,-3.67,14,-3.11,3.8,3.25,5,2,108.16,0,2.53
Tolfenamic Acid,2,200,mg,tablets,oral,,,8,261.71,261.71,3.12,,5.17,,-4.22,51,-3.55,11,5.66,3,2,54.8,1,4.78
Tolmetin,2,600,mg,tablets,oral,0.22,11,7,257.29,257.29,2.63,-3.07,2.79,-0.98,-3.29,18,-2.29,1.8,2.21,3,1,59.67,0,4.31
Tolvaptan,2,30,mg,tablets,oral,0.0005,240,0,448.95,448.95,4.18,-5.95,,,-5.56,97,-6.28,508,4.65,3,2,74.25,0,6.05
Torsemide; torasemide,2,100,mg,tablets,oral,0.16,1.56,20,348.43,348.43,3.54,,3.37,0.45,-3.76,6.61,-1.04,0.01,3.36,5,3,109.16,0,3.19
Trandolapril,2,4,mg,tablets,oral,,,,430.55,430.55,5.03,,,1.08,-4.3,0.7,-1.68,0.002,2.1,5,2,101.91,0,4.22
Trazodone,2,300,mg,tablets,oral,0.2,6,0.5,371.87,371.87,3.09,-3.27,3.8,2.64,-3.33,6.9,-4.92,268,3.85,4,0,34.31,0,10.84
Treprostinil,2,10,mg/mL,solution,injection (s.c.),,,4,390.52,390.52,,,,,-4.73,,-4.33,,3.72,5,3,95.05,0,4.11
Tretinoin,2,10,mg,capsules,oral,,,0.5,300.44,300.44,4.48,,6.3,4.23,-4.8,8.4,-4.71,6.9,6.74,2,1,40.83,1,7.36
Triamterene,2,100,mg,capsules,oral,0.029,14,10,253.27,253.27,3.4,-3.94,0.98,1.3,-2.41,0.4,-2.54,0.5,1.61,7,3,123.98,0,2.04
Triclabendazole,2,250,mg,tablets,oral,0.0002,5000,2,359.66,359.66,3.16,-6.25,2.31,,-5.85,1968,-5.39,680,6.44,1,1,33.63,1,10.69
Trimipramine Maleate,2,100,mg,tablets,oral,,,,294.44,294.44,3.47,,,1.98,-4.07,16,-2.35,0.3,5.44,2,0,1.75,1,168.25
Ursodiol; Ursodeoxycholic Acid,2,500,mg,tablets,oral,,,0.5,392.58,392.58,2.89,,4.15,2.03,-4.31,104,-4.68,241,4.51,4,3,85.95,0,4.57
Valdecoxib; Bextra,2,20,mg,tablets,oral,,,,314.37,314.37,4.2,,,,-3.96,2.3,-3.15,2.2,1.83,3,1,88.84,0,3.54
Vitamin A (Retinol),2,110,mg,tablets,oral,0.044,10,0,286.46,286.46,3.42,-3.81,5.68,,-4.59,60,-5.12,202,6.4,1,1,22.56,1,12.7
Vitamin D2 (Ergocalciferol),2,1,mg,capsules,oral,,,,396.66,396.66,5.5,,7.04,,-5.97,12,-6.63,54,9.39,1,1,22.56,1,17.58
Voriconazole,2,200,mg,tablets,oral,0.39,2.1,1.5,349.32,349.32,3.24,-2.95,,,-3.56,8.3,-3.2,3.6,0.52,5,1,67.01,0,5.21
Warfarin,2,10,mg,tablets,oral,0.018,2.2,1,308.34,308.34,4.49,-4.23,2.6,1.12,-3.81,0.8,-3.4,0.3,2.9,3,1,68.83,0,4.48
Zafirlukast,2,20,mg,tablets,oral,,,0,575.69,575.69,4.46,,,,-5.79,86,-6.67,649,7.09,6,2,121.38,2,4.74
Zaleplon,2,10,mg,capsules,oral,,,0.5,305.34,305.34,4.48,,1.23,,-3.89,1,-4.19,2,1.44,5,0,61.5,0,4.96
Zileuton,2,600,mg,tablets,oral,0.5,4.8,,236.29,236.29,2.6,-2.67,,,-3.64,44,-2.16,1.5,2.48,2,2,73.18,0,3.23
Ziprasidone Hydrochloride,2,80,mg,capsules,oral,0.00043,744,0.5,412.94,412.94,3.71,-5.98,,,-4.76,45,-4.92,64,4.21,4,1,44.63,0,9.25
Acamprosaic Acid,3,333,mg,tablets,oral,,,50,181.21,181.21,2.74,,,,-0.96,0.07,0.72,0.001,-2.47,4,2,92.63,0,1.96
Acecainide; N-Acetyl Procainamide,3,,active metabolite,,,50,,81,277.37,277.37,,-0.74,,,-3.01,,-0.91,,1.64,3,2,66.56,0,4.17
Acrivastine,3,8,mg,capsules,oral,0.7,0.05,67,348.45,348.45,4.64,-2.7,,,-4.52,3,-2.11,0.01,1.46,4,1,52.25,0,6.67
Adefovir Dipivoxil,3,10,mg,tablets,oral,0.4,0.1,45,333.24,333.24,4.52,-2.92,,,-2.9,0.1,-1.63,0.005,-1.98,8,3,149.47,0,2.23
Albuterol; Salbutamol,3,4,mg,tablets,oral,,,50,239.32,239.32,4.78,,,-1.11,-2.02,0.007,0.45,0.00002,0.06,4,4,82.56,0,2.9
Alendronate Sodium,3,70,mg,tablets,oral,,,45,249.1,249.1,3.55,,,,-1.15,0.02,4.87,0.00000002,-5.64,8,6,178.77,1,1.39
Almotriptan,3,13,mg,tablets,oral,,,40,335.47,335.47,4.43,,,,-3.45,0.4,-1.46,0.004,1.79,3,1,53.85,0,6.23
Alvimopan,3,12,mg,capsules,oral,0.1,0.5,2,424.54,424.54,4.55,-3.63,,,-3.35,0.3,-1.82,0.007,2.16,5,3,97.72,0,4.34
Amantadine,3,100,mg,capsules,oral,50,0.008,85,151.25,151.25,3.18,-0.48,2.44,-0.69,-3.23,4.5,2,0.00003,2,1,1,27.97,0,5.41
Amikacin,3,250,mg/mL,solution,injection (i.v.),,,98,585.61,585.61,,,,,-1.06,,5.31,,-6.3,17,13,360.37,3,1.63
Amiloride,3,5,mg,tablets,oral,50,0.0004,49,229.63,229.63,4.66,-0.66,0.1,-1.25,-2.56,0.03,-1.03,0.0009,0.11,7,5,159.65,0,1.44
Aminocaproic Acid,3,1000,mg,tablets,oral,333,0.01,65,131.18,131.18,2.12,0.4,-2.95,-1.6,-0.45,0.09,2.05,0.0003,-2.24,3,2,68.8,0,1.91
Amoxicillin,3,875,mg,tablets,oral,3.5,1,86,365.41,365.41,2.62,-2.02,0.87,-1.52,-2.58,3.6,-0.47,0.03,-1.87,6,4,143.96,0,2.54
Ampicillin,3,500,mg,capsules,oral,7.8,0.3,88,349.41,349.41,2.84,-1.65,1.35,-1.61,-2.75,3.2,-0.42,0.02,-1.2,5,3,121.09,0,2.89
Atenolol,3,100,mg,tablets,oral,24.8,0.02,94,266.34,266.34,3.43,-1.03,0.16,-1.03,-2.81,1,-0.16,0.002,-0.11,4,3,92.48,0,2.88
Atropine (DL),3,0,mg,tablets,oral,0.002,0.8,57,289.38,289.38,5.86,-5.16,1.83,,-2.06,0.0006,-0.96,0.00005,1.3,3,1,50.8,0,5.7
Azacitidine,3,25,mg/mL,solution,injection (i.v.),89,,62,244.21,244.21,,-0.44,-3.02,,-0.4,,-0.83,,-2.2,8,4,143.47,0,1.7
Azithromycin,3,600,mg,tablets,oral,39,0.06,6,749,749,3.1,-1.28,4.02,,-3.15,4.5,-3.15,4.6,2.64,13,5,186.17,2,4.02
Aztreonam,3,40,mg/mL,solution,injection (i.v.),10,,68,435.44,435.44,,-1.64,,-5.07,-3.34,,1.07,,0.34,11,4,213.2,1,2.04
Baclofen,3,20,mg,tablets,oral,2.1,0.04,69,213.67,213.67,4.03,-2.01,-0.96,-0.96,-2.51,0.1,0.91,0.00005,-0.62,3,2,68.8,0,3.11
Benazeprilat,3,,active metabolite,,,,,18,396.45,396.45,,,,-0.07,-4.11,,-0.89,,2.04,6,3,115.38,0,3.44
Bendroflumethiazide,3,10,mg,tablets,oral,0.108,0.4,21,421.42,421.42,4.62,-3.59,1.89,1.99,-3.29,0.2,-3.42,0.2,1.73,5,3,131.87,0,3.2
Betamipron,3,5,mg/mL,solution,injection (i.v.),,,98,193.2,193.2,,,,,-2.34,,-1.18,,0.72,3,2,73.68,0,2.62
Biotin,3,5,mg,tablets,oral,0.22,0.09,43,244.31,244.31,4.69,-3.05,,,-2.3,0.02,-1.14,0.001,-0.08,3,3,88.25,0,2.77
Bisoprolol Fumarate,3,10,mg,tablets,oral,,,63,325.45,325.45,4.51,,1.87,-0.23,-3.67,0.6,-1.52,0.004,1.83,5,2,63.82,0,5.1
Bleomycin A2,3,3,mg/mL,solution,injection (i.v.),20,,68,1415.58,1415.58,,-1.85,,,-4.7,,-7.03,,-7.68,28,20,662.79,3,2.14
Bretylium,3,50,mg/mL,solution,injection (i.v.),50,,77,243.17,243.17,,-0.69,,-2.1,-6.26,,-1.93,,-1.25,0,0,0,0,
Bumetanide,3,2,mg,tablets,oral,0.1,0.08,45,364.42,364.42,5.26,-3.56,,-0.45,-4.14,0.3,-3.55,0.08,3.37,5,3,130.02,0,2.8
Cadralazine,3,10,mg,tablets,oral,1.3,0.03,75,283.33,283.33,4.45,-2.34,,0.32,-2.62,0.06,-2.8,0.09,0.93,6,3,106.01,0,2.67
Capreomycin 1b,3,500,mg/mL,solution,injection (i.v.),,,90,653.7,653.7,,,,,-2.98,,1.99,,-5.51,11,13,389.22,3,1.68
Captopril,3,100,mg,tablets,oral,160,0.003,38,217.29,217.29,3.34,-0.13,0.34,-1.98,-1.67,0.09,-1.04,0.02,0.89,3,2,60.28,0,3.6
Carbenicillin,3,382,mg,tablets,oral,50,0.03,82,378.41,378.41,3,-0.88,1.13,,-2.98,3.9,-1.33,0.09,1.64,6,3,133.95,0,2.82
Carboplatin,3,10,mg/mL,solution,injection (i.v.),14,,77,371.26,371.26,,-1.42,-2.3,,-1.51,,0.94,,-0.34,2,2,149.65,0,2.48
Carteolol,3,10,mg,tablets,oral,,,60,292.38,292.38,4.47,,,-0.46,-2.84,0.09,-0.76,0.0008,1.29,4,3,78.78,0,3.71
Cefaclor,3,500,mg,capsules,oral,8.59,0.2,52,367.81,367.81,2.87,-1.63,,-1.76,-3.24,9.4,-0.17,0.008,-1.64,5,3,121.09,0,3.04
Cefadroxil,3,1000,mg,tablets,oral,14.2,0.3,93,363.39,363.39,2.56,-1.41,,-3.4,-2.97,10,0.14,0.008,-2.51,6,4,143.96,0,2.52
Cefamandole,3,400,mg,tablets,oral,333,0.005,96,462.51,462.51,3.06,-0.14,0.5,-2.4,-2.91,2.8,-2.54,1.2,0.11,8,3,155.7,0,2.97
Cefmetazole Sodium,3,40,mg/mL,solution,injection (i.v.),0.0942,,80,471.54,471.54,,-3.7,-0.6,,-2.36,,-2.34,,-1.34,9,2,160.63,0,2.94
Cefodizime,3,50,mg/mL,solution,injection (i.v.),270,,80,584.67,584.67,,-0.34,,,-3.94,,-1,,1.1,11,4,203.72,2,2.87
